id,Usage,prediction_list
001860.jpg,Public,"[['chair', 1.0, 133, 29, 339, 262], ['bird', 1.0, 139, 40, 172, 71], ['bird', 1.0, 181, 104, 204, 130], ['bird', 1.0, 155, 194, 232, 235], ['bird', 1.0, 21, 213, 55, 245], ['bird', 1.0, 84, 202, 119, 238], ['bird', 1.0, 54, 218, 87, 252], ['bird', 1.0, 112, 209, 143, 246]]"
001863.jpg,Private,"[['car', 1.0, 168, 79, 419, 284]]"
001865.jpg,Private,"[['horse', 1.0, 1, 34, 347, 500]]"
001866.jpg,Public,"[['dog', 1.0, 86, 81, 369, 272], ['person', 1.0, 29, 1, 143, 247]]"
001867.jpg,Public,"[['pottedplant', 1.0, 85, 191, 103, 207], ['pottedplant', 1.0, 164, 190, 186, 203], ['pottedplant', 1.0, 251, 194, 268, 207], ['pottedplant', 1.0, 341, 202, 360, 219]]"
001869.jpg,Public,"[['pottedplant', 1.0, 132, 3, 440, 338]]"
001871.jpg,Public,"[['tvmonitor', 1.0, 82, 37, 348, 238]]"
001872.jpg,Public,"[['sheep', 1.0, 153, 22, 355, 342]]"
001873.jpg,Private,"[['car', 1.0, 203, 87, 436, 230]]"
001875.jpg,Public,"[['tvmonitor', 1.0, 36, 138, 143, 234]]"
001876.jpg,Private,"[['train', 1.0, 289, 89, 500, 258]]"
001877.jpg,Public,"[['car', 1.0, 1, 53, 498, 308]]"
001878.jpg,Public,"[['sofa', 1.0, 2, 1, 500, 346]]"
001879.jpg,Private,"[['sofa', 1.0, 38, 270, 275, 446]]"
001882.jpg,Public,"[['sofa', 1.0, 5, 103, 210, 223], ['chair', 1.0, 291, 163, 398, 273]]"
001883.jpg,Public,"[['car', 1.0, 90, 46, 435, 289], ['person', 1.0, 20, 20, 97, 213], ['person', 1.0, 430, 170, 489, 229]]"
001886.jpg,Private,"[['person', 1.0, 92, 43, 192, 375]]"
001888.jpg,Public,"[['cat', 1.0, 78, 32, 276, 413]]"
001889.jpg,Public,"[['motorbike', 1.0, 51, 137, 150, 284], ['motorbike', 1.0, 211, 106, 332, 330], ['motorbike', 1.0, 348, 130, 426, 264], ['person', 1.0, 123, 82, 176, 242], ['person', 1.0, 297, 190, 350, 285], ['person', 1.0, 327, 95, 375, 209], ['person', 1.0, 348, 89, 437, 239]]"
001891.jpg,Private,"[['person', 1.0, 414, 1, 473, 205], ['person', 1.0, 1, 1, 34, 197], ['car', 1.0, 68, 29, 429, 375]]"
001893.jpg,Public,"[['person', 1.0, 260, 279, 293, 320], ['person', 1.0, 285, 281, 294, 298], ['person', 1.0, 315, 282, 337, 330], ['person', 1.0, 337, 270, 375, 388], ['person', 1.0, 185, 285, 195, 312], ['person', 1.0, 168, 283, 179, 312], ['person', 1.0, 160, 281, 167, 314], ['person', 1.0, 145, 281, 162, 340], ['person', 1.0, 138, 277, 146, 293], ['person', 1.0, 101, 284, 117, 336], ['person', 1.0, 119, 280, 150, 359], ['person', 1.0, 72, 278, 92, 343], ['person', 1.0, 13, 263, 82, 442], ['person', 1.0, 220, 202, 248, 300]]"
001897.jpg,Private,"[['bus', 1.0, 21, 78, 490, 240]]"
001901.jpg,Public,"[['chair', 1.0, 192, 261, 247, 390], ['chair', 1.0, 292, 255, 312, 415], ['chair', 1.0, 233, 258, 308, 400], ['diningtable', 1.0, 238, 266, 312, 413], ['sofa', 1.0, 4, 284, 173, 497]]"
001908.jpg,Private,"[['car', 1.0, 132, 44, 342, 239]]"
001909.jpg,Public,"[['cat', 1.0, 51, 3, 440, 333]]"
001910.jpg,Public,"[['bird', 1.0, 4, 3, 438, 332]]"
001912.jpg,Private,"[['aeroplane', 1.0, 8, 45, 487, 226]]"
001913.jpg,Private,"[['car', 1.0, 136, 89, 441, 214]]"
001917.jpg,Public,"[['cow', 1.0, 191, 167, 266, 210], ['cow', 1.0, 416, 181, 482, 217], ['cow', 1.0, 341, 173, 420, 220]]"
001918.jpg,Private,"[['person', 1.0, 291, 184, 368, 375], ['person', 1.0, 362, 186, 449, 375]]"
001920.jpg,Private,"[['sofa', 1.0, 150, 101, 387, 281], ['person', 1.0, 33, 28, 337, 321], ['tvmonitor', 1.0, 322, 4, 456, 114], ['tvmonitor', 1.0, 235, 71, 302, 145]]"
001921.jpg,Public,"[['person', 1.0, 43, 284, 132, 367], ['person', 1.0, 2, 274, 140, 500], ['person', 1.0, 126, 259, 138, 305], ['person', 1.0, 98, 251, 115, 326], ['person', 1.0, 154, 117, 322, 499], ['bottle', 1.0, 201, 312, 229, 376], ['person', 1.0, 169, 276, 375, 500], ['person', 1.0, 17, 252, 32, 300], ['person', 1.0, 31, 249, 48, 300], ['person', 1.0, 51, 251, 71, 302]]"
001923.jpg,Private,"[['car', 1.0, 1, 137, 413, 317], ['person', 1.0, 427, 116, 468, 234], ['person', 1.0, 465, 90, 489, 162], ['person', 1.0, 415, 91, 443, 173], ['car', 1.0, 245, 106, 292, 139]]"
001925.jpg,Private,"[['bottle', 1.0, 461, 61, 500, 255], ['bottle', 1.0, 475, 1, 500, 85], ['bottle', 1.0, 365, 1, 486, 261], ['bottle', 1.0, 381, 1, 476, 67], ['bottle', 1.0, 270, 1, 376, 257], ['bottle', 1.0, 288, 1, 383, 73], ['bottle', 1.0, 254, 1, 289, 70], ['bottle', 1.0, 175, 1, 273, 245], ['bottle', 1.0, 153, 1, 195, 55], ['bottle', 1.0, 81, 1, 177, 230], ['bottle', 1.0, 1, 1, 79, 217], ['bottle', 1.0, 53, 1, 92, 44], ['bottle', 1.0, 1, 198, 79, 298], ['bottle', 1.0, 1, 240, 47, 333], ['bottle', 1.0, 25, 301, 102, 333], ['bottle', 1.0, 47, 250, 137, 333], ['bottle', 1.0, 82, 206, 160, 313], ['bottle', 1.0, 171, 214, 252, 323], ['bottle', 1.0, 135, 259, 227, 333], ['bottle', 1.0, 121, 316, 193, 333], ['bottle', 1.0, 251, 220, 335, 331], ['bottle', 1.0, 222, 268, 316, 333], ['bottle', 1.0, 227, 323, 282, 333], ['bottle', 1.0, 337, 231, 424, 331], ['bottle', 1.0, 316, 277, 398, 333], ['bottle', 1.0, 414, 287, 498, 333], ['bottle', 1.0, 423, 240, 500, 322]]"
001926.jpg,Public,"[['bird', 1.0, 261, 81, 431, 334], ['bird', 1.0, 120, 76, 237, 303]]"
001929.jpg,Private,"[['aeroplane', 1.0, 205, 145, 362, 196]]"
001932.jpg,Private,"[['person', 1.0, 168, 2, 453, 325], ['person', 1.0, 2, 120, 92, 371], ['chair', 1.0, 74, 2, 217, 145]]"
001933.jpg,Private,"[['bird', 1.0, 70, 43, 399, 319]]"
001934.jpg,Public,"[['cat', 1.0, 36, 55, 239, 262]]"
001935.jpg,Private,"[['train', 1.0, 42, 114, 500, 217], ['car', 1.0, 370, 181, 443, 214], ['person', 1.0, 351, 175, 366, 211]]"
001939.jpg,Public,"[['horse', 1.0, 6, 3, 428, 269]]"
001940.jpg,Private,"[['cat', 1.0, 1, 163, 328, 500], ['dog', 1.0, 17, 12, 313, 182]]"
001942.jpg,Public,"[['car', 1.0, 93, 25, 462, 306], ['person', 1.0, 171, 12, 208, 68], ['person', 1.0, 341, 2, 385, 73], ['car', 1.0, 339, 2, 500, 75], ['chair', 1.0, 1, 125, 46, 180]]"
001943.jpg,Private,"[['person', 1.0, 1, 11, 500, 333]]"
001944.jpg,Private,"[['car', 1.0, 32, 57, 464, 366], ['car', 1.0, 273, 61, 500, 276], ['car', 1.0, 438, 77, 500, 111], ['person', 1.0, 257, 57, 334, 141], ['person', 1.0, 244, 57, 279, 114], ['person', 1.0, 1, 70, 35, 243], ['chair', 1.0, 445, 280, 500, 375]]"
001946.jpg,Public,"[['person', 1.0, 107, 67, 491, 375]]"
001953.jpg,Private,"[['bus', 1.0, 1, 43, 497, 330], ['person', 1.0, 363, 155, 406, 213], ['person', 1.0, 346, 169, 383, 212], ['person', 1.0, 474, 177, 500, 215], ['person', 1.0, 202, 138, 221, 234]]"
001955.jpg,Public,"[['horse', 1.0, 247, 183, 296, 239], ['horse', 1.0, 212, 178, 248, 226]]"
001956.jpg,Public,"[['car', 1.0, 180, 111, 488, 284]]"
001957.jpg,Public,"[['bottle', 1.0, 170, 280, 212, 295], ['bottle', 1.0, 166, 259, 203, 276], ['chair', 1.0, 144, 18, 438, 390]]"
001961.jpg,Public,"[['chair', 1.0, 7, 193, 168, 347], ['tvmonitor', 1.0, 43, 123, 157, 194]]"
001964.jpg,Private,"[['bird', 1.0, 366, 50, 413, 89], ['bird', 1.0, 318, 71, 362, 104], ['bird', 1.0, 268, 124, 299, 158], ['bird', 1.0, 224, 137, 250, 170], ['bird', 1.0, 98, 141, 114, 163], ['bird', 1.0, 128, 117, 149, 140], ['bird', 1.0, 150, 110, 167, 141]]"
001965.jpg,Public,"[['car', 1.0, 1, 39, 193, 265], ['car', 1.0, 9, 17, 482, 409]]"
001967.jpg,Private,"[['bird', 1.0, 128, 82, 220, 257]]"
001968.jpg,Public,"[['person', 1.0, 19, 97, 292, 327]]"
001969.jpg,Private,"[['person', 1.0, 150, 132, 261, 333], ['person', 1.0, 91, 118, 151, 269], ['person', 1.0, 47, 111, 120, 288], ['person', 1.0, 14, 100, 60, 277], ['person', 1.0, 1, 142, 16, 236]]"
001970.jpg,Private,"[['bottle', 1.0, 139, 2, 358, 355]]"
001972.jpg,Public,"[['dog', 1.0, 18, 76, 291, 415]]"
001973.jpg,Private,"[['cat', 1.0, 144, 39, 304, 256], ['cat', 1.0, 79, 26, 236, 254]]"
001974.jpg,Private,"[['boat', 1.0, 65, 174, 301, 246], ['cow', 1.0, 295, 183, 387, 243], ['person', 1.0, 393, 167, 455, 240], ['person', 1.0, 254, 167, 284, 246], ['person', 1.0, 105, 181, 125, 261], ['person', 1.0, 143, 168, 167, 212], ['person', 1.0, 101, 178, 142, 251], ['boat', 1.0, 259, 152, 387, 182]]"
001975.jpg,Private,"[['person', 1.0, 147, 88, 227, 163], ['person', 1.0, 254, 84, 361, 184], ['bottle', 1.0, 210, 51, 217, 78], ['bottle', 1.0, 200, 50, 208, 78], ['person', 1.0, 295, 91, 411, 216], ['person', 1.0, 389, 106, 492, 276], ['person', 1.0, 89, 87, 136, 195], ['person', 1.0, 23, 88, 153, 311], ['person', 1.0, 2, 156, 153, 375], ['diningtable', 1.0, 104, 157, 458, 375]]"
001979.jpg,Public,"[['person', 1.0, 191, 320, 231, 426], ['person', 1.0, 234, 324, 277, 425]]"
001983.jpg,Public,"[['bus', 1.0, 61, 123, 348, 226]]"
001984.jpg,Private,"[['dog', 1.0, 15, 1, 288, 373], ['dog', 1.0, 226, 105, 387, 319], ['dog', 1.0, 352, 107, 500, 372]]"
001986.jpg,Public,"[['person', 1.0, 1, 1, 468, 332]]"
001988.jpg,Public,"[['bicycle', 1.0, 10, 151, 333, 495], ['person', 1.0, 78, 66, 269, 392]]"
001990.jpg,Private,"[['chair', 1.0, 470, 62, 500, 81], ['chair', 1.0, 425, 78, 500, 198], ['chair', 1.0, 365, 64, 446, 180], ['chair', 1.0, 204, 151, 352, 365], ['chair', 1.0, 160, 124, 287, 322], ['chair', 1.0, 1, 129, 119, 350], ['chair', 1.0, 1, 234, 119, 375]]"
001991.jpg,Private,"[['car', 1.0, 4, 97, 369, 299], ['car', 1.0, 315, 76, 500, 202]]"
001992.jpg,Public,"[['dog', 1.0, 25, 156, 263, 335], ['person', 1.0, 1, 10, 215, 375], ['bottle', 1.0, 391, 157, 407, 211], ['bottle', 1.0, 410, 174, 423, 220]]"
001994.jpg,Private,"[['aeroplane', 1.0, 210, 141, 420, 240]]"
001996.jpg,Public,"[['aeroplane', 1.0, 21, 69, 472, 242], ['aeroplane', 1.0, 321, 201, 371, 217]]"
001997.jpg,Public,"[['bird', 1.0, 132, 148, 257, 401]]"
001998.jpg,Private,"[['motorbike', 1.0, 56, 138, 329, 288], ['person', 1.0, 276, 63, 394, 275]]"
002000.jpg,Public,"[['boat', 1.0, 371, 215, 411, 267], ['person', 1.0, 33, 195, 131, 375]]"
002003.jpg,Private,"[['cat', 1.0, 2, 1, 500, 373]]"
002005.jpg,Private,"[['cow', 1.0, 348, 128, 486, 213], ['cow', 1.0, 95, 95, 258, 324], ['cow', 1.0, 256, 154, 293, 173]]"
002009.jpg,Private,"[['train', 1.0, 92, 82, 500, 329]]"
002010.jpg,Private,"[['dog', 1.0, 147, 113, 394, 333], ['person', 1.0, 1, 14, 472, 333]]"
002013.jpg,Private,"[['sofa', 1.0, 248, 125, 500, 333]]"
002014.jpg,Private,"[['aeroplane', 1.0, 132, 146, 195, 206]]"
002017.jpg,Private,"[['horse', 1.0, 148, 112, 415, 236]]"
002018.jpg,Private,"[['sofa', 1.0, 298, 31, 500, 158], ['sofa', 1.0, 1, 28, 296, 158], ['person', 1.0, 304, 78, 481, 131], ['person', 1.0, 6, 34, 235, 122], ['pottedplant', 1.0, 11, 8, 51, 53], ['pottedplant', 1.0, 100, 3, 135, 35]]"
002019.jpg,Public,"[['car', 1.0, 43, 82, 500, 298]]"
002021.jpg,Public,"[['cow', 1.0, 26, 91, 229, 278], ['cow', 1.0, 175, 39, 500, 277], ['cow', 1.0, 174, 189, 270, 312]]"
002022.jpg,Private,"[['motorbike', 1.0, 64, 49, 477, 274], ['motorbike', 1.0, 305, 40, 499, 174], ['person', 1.0, 170, 2, 223, 107], ['person', 1.0, 68, 1, 141, 157], ['person', 1.0, 259, 1, 321, 120], ['motorbike', 1.0, 1, 75, 69, 213]]"
002024.jpg,Private,"[['bus', 1.0, 337, 124, 500, 273], ['bus', 1.0, 104, 88, 343, 301], ['bus', 1.0, 1, 109, 71, 297], ['person', 1.0, 174, 160, 207, 199]]"
002026.jpg,Private,"[['sofa', 1.0, 390, 117, 500, 223], ['sofa', 1.0, 1, 133, 371, 375], ['person', 1.0, 143, 138, 390, 333], ['bottle', 1.0, 405, 292, 429, 358], ['pottedplant', 1.0, 367, 142, 400, 197]]"
002029.jpg,Public,"[['boat', 1.0, 1, 51, 266, 449]]"
002031.jpg,Private,"[['horse', 1.0, 75, 70, 408, 248], ['person', 1.0, 174, 52, 279, 186]]"
002033.jpg,Public,"[['sheep', 1.0, 1, 188, 174, 315], ['sheep', 1.0, 224, 48, 291, 138], ['sheep', 1.0, 244, 96, 398, 300], ['sheep', 1.0, 441, 133, 500, 338]]"
002035.jpg,Public,"[['sofa', 1.0, 181, 147, 500, 374], ['pottedplant', 1.0, 266, 54, 406, 180], ['pottedplant', 1.0, 89, 102, 128, 162], ['pottedplant', 1.0, 14, 1, 104, 132], ['pottedplant', 1.0, 130, 103, 182, 146], ['pottedplant', 1.0, 146, 38, 183, 107]]"
002036.jpg,Private,"[['train', 1.0, 234, 123, 383, 175]]"
002038.jpg,Private,"[['cat', 1.0, 117, 415, 242, 452]]"
002041.jpg,Public,"[['car', 1.0, 40, 161, 206, 300], ['person', 1.0, 189, 136, 259, 269]]"
002045.jpg,Public,"[['car', 1.0, 24, 43, 475, 335], ['car', 1.0, 362, 80, 500, 169], ['car', 1.0, 1, 112, 60, 168]]"
002046.jpg,Public,"[['horse', 1.0, 277, 143, 454, 423], ['horse', 1.0, 1, 67, 269, 433]]"
002048.jpg,Private,"[['cat', 1.0, 103, 118, 398, 251]]"
002050.jpg,Private,"[['horse', 1.0, 3, 185, 225, 430], ['person', 1.0, 193, 127, 285, 430]]"
002053.jpg,Private,"[['train', 1.0, 14, 105, 155, 234]]"
002054.jpg,Public,"[['train', 1.0, 6, 51, 498, 400]]"
002057.jpg,Private,"[['car', 1.0, 2, 1, 500, 320]]"
002060.jpg,Private,"[['bicycle', 1.0, 203, 224, 310, 375], ['person', 1.0, 204, 151, 299, 335]]"
002062.jpg,Private,"[['tvmonitor', 1.0, 87, 84, 308, 314], ['person', 1.0, 455, 54, 500, 110], ['person', 1.0, 233, 180, 275, 252]]"
002064.jpg,Private,"[['bicycle', 1.0, 20, 61, 472, 331], ['diningtable', 1.0, 58, 285, 451, 375], ['chair', 1.0, 410, 269, 475, 375], ['chair', 1.0, 12, 277, 67, 375], ['chair', 1.0, 12, 234, 111, 318]]"
002065.jpg,Private,"[['person', 1.0, 79, 39, 391, 256], ['chair', 1.0, 89, 22, 412, 256]]"
002066.jpg,Public,"[['train', 1.0, 1, 284, 145, 323]]"
002067.jpg,Public,"[['cat', 1.0, 172, 40, 398, 321]]"
002070.jpg,Private,"[['sofa', 1.0, 8, 32, 493, 173]]"
002071.jpg,Private,"[['person', 1.0, 72, 116, 134, 201], ['person', 1.0, 205, 76, 254, 203], ['person', 1.0, 281, 104, 318, 204], ['horse', 1.0, 85, 133, 120, 236], ['horse', 1.0, 146, 123, 317, 279], ['person', 1.0, 370, 156, 383, 203], ['horse', 1.0, 339, 172, 403, 216], ['horse', 1.0, 226, 138, 370, 249]]"
002072.jpg,Private,"[['horse', 1.0, 66, 93, 379, 370], ['person', 1.0, 220, 30, 326, 241]]"
002074.jpg,Private,"[['tvmonitor', 1.0, 79, 89, 190, 178], ['person', 1.0, 207, 92, 291, 268], ['pottedplant', 1.0, 284, 146, 440, 294], ['person', 1.0, 100, 104, 177, 160]]"
002075.jpg,Public,"[['bird', 1.0, 209, 74, 421, 212]]"
002076.jpg,Public,"[['dog', 1.0, 8, 83, 303, 252]]"
002077.jpg,Public,"[['sofa', 1.0, 1, 1, 280, 409], ['person', 1.0, 1, 68, 374, 500]]"
002079.jpg,Public,"[['person', 1.0, 210, 37, 327, 374], ['person', 1.0, 313, 79, 433, 372]]"
002080.jpg,Private,"[['train', 1.0, 1, 50, 500, 304]]"
002081.jpg,Public,"[['tvmonitor', 1.0, 211, 141, 344, 252], ['chair', 1.0, 1, 182, 87, 281]]"
002082.jpg,Private,"[['motorbike', 1.0, 82, 120, 230, 267], ['person', 1.0, 98, 36, 203, 242]]"
002083.jpg,Public,"[['train', 1.0, 164, 127, 316, 221]]"
002085.jpg,Public,"[['boat', 1.0, 166, 213, 245, 285]]"
002086.jpg,Private,"[['tvmonitor', 1.0, 281, 78, 405, 179], ['tvmonitor', 1.0, 31, 134, 139, 237]]"
002087.jpg,Public,"[['person', 1.0, 45, 134, 120, 340], ['person', 1.0, 1, 153, 33, 351], ['person', 1.0, 106, 131, 167, 273], ['person', 1.0, 119, 127, 224, 375], ['person', 1.0, 196, 101, 331, 375], ['person', 1.0, 440, 255, 500, 375], ['chair', 1.0, 398, 308, 470, 375]]"
002088.jpg,Public,"[['cow', 1.0, 1, 30, 470, 332]]"
002089.jpg,Public,"[['aeroplane', 1.0, 163, 140, 310, 182]]"
002090.jpg,Public,"[['person', 1.0, 110, 44, 312, 300], ['chair', 1.0, 181, 165, 265, 300]]"
002097.jpg,Public,"[['person', 1.0, 93, 3, 496, 279]]"
002098.jpg,Public,"[['bottle', 1.0, 383, 22, 468, 209], ['bottle', 1.0, 174, 5, 239, 205]]"
002101.jpg,Public,"[['dog', 1.0, 142, 360, 333, 487]]"
002102.jpg,Private,"[['bird', 1.0, 36, 57, 486, 261]]"
002103.jpg,Public,"[['bird', 1.0, 56, 111, 301, 255]]"
002106.jpg,Public,"[['cat', 1.0, 1, 2, 359, 500]]"
002107.jpg,Private,"[['aeroplane', 1.0, 408, 243, 449, 257]]"
002109.jpg,Public,"[['cat', 1.0, 137, 72, 290, 182]]"
002111.jpg,Public,"[['person', 1.0, 387, 157, 412, 199], ['person', 1.0, 332, 137, 385, 263], ['person', 1.0, 316, 145, 351, 247], ['person', 1.0, 220, 113, 280, 287], ['dog', 1.0, 97, 224, 211, 292]]"
002113.jpg,Private,"[['cat', 1.0, 24, 8, 353, 500]]"
002114.jpg,Private,"[['person', 1.0, 324, 159, 397, 375], ['person', 1.0, 311, 100, 358, 169], ['train', 1.0, 34, 1, 500, 375]]"
002115.jpg,Public,"[['cow', 1.0, 192, 101, 280, 254], ['cow', 1.0, 343, 75, 373, 113]]"
002118.jpg,Public,"[['car', 1.0, 1, 288, 189, 334], ['car', 1.0, 1, 160, 389, 334], ['car', 1.0, 1, 144, 458, 311], ['car', 1.0, 9, 109, 418, 234], ['car', 1.0, 1, 105, 461, 237], ['car', 1.0, 215, 109, 487, 211], ['car', 1.0, 24, 88, 102, 113]]"
002123.jpg,Private,"[['pottedplant', 1.0, 345, 257, 369, 311], ['pottedplant', 1.0, 72, 255, 128, 302], ['pottedplant', 1.0, 36, 146, 84, 308], ['pottedplant', 1.0, 274, 144, 309, 180]]"
002124.jpg,Public,"[['sofa', 1.0, 333, 217, 476, 333], ['chair', 1.0, 266, 174, 355, 277], ['tvmonitor', 1.0, 80, 171, 139, 223]]"
002127.jpg,Public,"[['sofa', 1.0, 2, 1, 470, 368]]"
002129.jpg,Private,"[['aeroplane', 1.0, 106, 50, 256, 122], ['aeroplane', 1.0, 110, 95, 280, 176], ['aeroplane', 1.0, 126, 142, 323, 236], ['aeroplane', 1.0, 167, 194, 408, 313]]"
002130.jpg,Public,"[['motorbike', 1.0, 63, 85, 384, 312]]"
002131.jpg,Private,"[['dog', 1.0, 141, 2, 337, 224]]"
002133.jpg,Private,"[['dog', 1.0, 185, 130, 319, 242], ['sheep', 1.0, 1, 189, 199, 375], ['sheep', 1.0, 94, 244, 357, 375]]"
002135.jpg,Public,"[['car', 1.0, 1, 132, 30, 171], ['car', 1.0, 26, 131, 69, 160], ['car', 1.0, 58, 125, 110, 157], ['car', 1.0, 258, 118, 285, 140], ['car', 1.0, 218, 126, 265, 160], ['car', 1.0, 266, 128, 363, 203], ['car', 1.0, 332, 139, 375, 241]]"
002136.jpg,Private,"[['bird', 1.0, 76, 71, 491, 305]]"
002138.jpg,Private,"[['dog', 1.0, 2, 28, 333, 318]]"
002140.jpg,Private,"[['dog', 1.0, 39, 86, 256, 215]]"
002141.jpg,Public,"[['dog', 1.0, 29, 243, 272, 441], ['chair', 1.0, 253, 167, 296, 220], ['car', 1.0, 68, 131, 147, 181], ['car', 1.0, 1, 141, 46, 184], ['car', 1.0, 231, 126, 319, 174], ['car', 1.0, 297, 132, 333, 174], ['person', 1.0, 139, 58, 259, 415], ['person', 1.0, 55, 138, 76, 185]]"
002142.jpg,Public,"[['person', 1.0, 178, 86, 316, 333], ['person', 1.0, 292, 71, 409, 333], ['person', 1.0, 5, 130, 62, 218]]"
002144.jpg,Public,"[['bird', 1.0, 1, 114, 312, 233], ['bird', 1.0, 391, 254, 433, 308], ['bird', 1.0, 153, 29, 171, 58], ['bird', 1.0, 42, 301, 78, 355], ['person', 1.0, 371, 1, 438, 144]]"
002146.jpg,Private,"[['dog', 1.0, 25, 62, 343, 493]]"
002147.jpg,Public,"[['cat', 1.0, 57, 17, 500, 328]]"
002149.jpg,Public,"[['car', 1.0, 96, 167, 448, 277], ['person', 1.0, 252, 168, 302, 208], ['person', 1.0, 228, 166, 252, 196]]"
002150.jpg,Private,"[['train', 1.0, 5, 62, 500, 327]]"
002154.jpg,Private,"[['car', 1.0, 1, 166, 61, 333], ['car', 1.0, 1, 91, 184, 217], ['car', 1.0, 146, 87, 218, 118], ['car', 1.0, 1, 94, 45, 131], ['car', 1.0, 247, 85, 320, 109], ['car', 1.0, 407, 95, 461, 146], ['car', 1.0, 327, 96, 433, 174], ['car', 1.0, 39, 94, 362, 294], ['car', 1.0, 439, 94, 482, 132]]"
002157.jpg,Private,"[['aeroplane', 1.0, 8, 87, 496, 219]]"
002159.jpg,Private,"[['chair', 1.0, 423, 52, 500, 266], ['chair', 1.0, 5, 73, 89, 214], ['chair', 1.0, 45, 81, 97, 205], ['person', 1.0, 157, 57, 357, 375], ['person', 1.0, 22, 4, 420, 375]]"
002161.jpg,Private,"[['chair', 1.0, 188, 223, 248, 305], ['chair', 1.0, 149, 233, 214, 310], ['pottedplant', 1.0, 1, 179, 53, 344]]"
002165.jpg,Public,"[['bird', 1.0, 42, 48, 278, 471]]"
002167.jpg,Private,"[['cat', 1.0, 59, 163, 181, 331], ['chair', 1.0, 298, 173, 363, 331], ['chair', 1.0, 338, 139, 402, 325], ['diningtable', 1.0, 5, 157, 411, 329]]"
002168.jpg,Public,"[['person', 1.0, 114, 174, 164, 307], ['person', 1.0, 231, 174, 280, 302], ['person', 1.0, 298, 179, 342, 301], ['person', 1.0, 367, 179, 403, 294], ['person', 1.0, 461, 177, 500, 307], ['person', 1.0, 168, 188, 193, 252], ['person', 1.0, 326, 181, 353, 274], ['person', 1.0, 262, 185, 290, 273], ['bicycle', 1.0, 430, 230, 500, 310], ['bicycle', 1.0, 358, 227, 429, 299], ['bicycle', 1.0, 295, 233, 351, 305], ['bicycle', 1.0, 187, 217, 218, 254], ['bicycle', 1.0, 153, 223, 185, 281], ['bicycle', 1.0, 121, 230, 155, 321]]"
002169.jpg,Private,"[['person', 1.0, 3, 102, 318, 500]]"
002171.jpg,Private,"[['person', 1.0, 41, 174, 191, 329], ['bicycle', 1.0, 35, 247, 170, 401]]"
002173.jpg,Public,"[['cow', 1.0, 45, 2, 500, 333]]"
002174.jpg,Public,"[['car', 1.0, 19, 60, 496, 302], ['car', 1.0, 451, 89, 500, 186], ['car', 1.0, 366, 112, 458, 142], ['tvmonitor', 1.0, 20, 72, 54, 100], ['person', 1.0, 27, 82, 58, 116], ['person', 1.0, 321, 89, 345, 123], ['person', 1.0, 377, 90, 390, 121], ['person', 1.0, 397, 93, 419, 141], ['person', 1.0, 423, 95, 438, 114], ['person', 1.0, 431, 115, 453, 152]]"
002177.jpg,Public,"[['bus', 1.0, 1, 112, 93, 205], ['bus', 1.0, 105, 115, 341, 241], ['car', 1.0, 211, 185, 284, 255], ['car', 1.0, 240, 183, 500, 298], ['car', 1.0, 1, 178, 149, 307]]"
002181.jpg,Public,"[['chair', 1.0, 367, 1, 468, 156]]"
002183.jpg,Private,"[['horse', 1.0, 2, 139, 412, 327], ['person', 1.0, 33, 1, 183, 327]]"
002184.jpg,Private,"[['dog', 1.0, 259, 213, 409, 375], ['dog', 1.0, 169, 128, 343, 287]]"
002185.jpg,Private,"[['motorbike', 1.0, 168, 111, 500, 331], ['motorbike', 1.0, 43, 93, 313, 265], ['person', 1.0, 312, 31, 500, 293], ['person', 1.0, 130, 46, 293, 216], ['car', 1.0, 289, 14, 420, 70], ['person', 1.0, 277, 21, 298, 56], ['person', 1.0, 125, 23, 163, 62], ['motorbike', 1.0, 128, 53, 161, 109], ['motorbike', 1.0, 107, 49, 132, 103], ['motorbike', 1.0, 63, 52, 110, 104], ['motorbike', 1.0, 1, 58, 61, 106], ['motorbike', 1.0, 295, 70, 354, 132], ['person', 1.0, 335, 25, 396, 78]]"
002188.jpg,Private,"[['diningtable', 1.0, 2, 19, 500, 375]]"
002189.jpg,Public,"[['diningtable', 1.0, 4, 220, 499, 375], ['person', 1.0, 84, 53, 295, 315], ['person', 1.0, 242, 83, 401, 263], ['chair', 1.0, 1, 170, 107, 294], ['person', 1.0, 18, 48, 137, 175], ['person', 1.0, 102, 68, 148, 119]]"
002200.jpg,Public,"[['dog', 1.0, 26, 27, 412, 345]]"
002201.jpg,Public,"[['bus', 1.0, 4, 23, 498, 374]]"
002202.jpg,Private,"[['cat', 1.0, 46, 18, 373, 357]]"
002203.jpg,Public,"[['dog', 1.0, 44, 136, 213, 326], ['person', 1.0, 10, 41, 436, 338]]"
002204.jpg,Private,"[['horse', 1.0, 75, 46, 236, 186], ['person', 1.0, 135, 12, 211, 107]]"
002205.jpg,Private,"[['cat', 1.0, 48, 1, 500, 355]]"
002206.jpg,Private,"[['train', 1.0, 51, 135, 373, 248]]"
002207.jpg,Private,"[['dog', 1.0, 68, 114, 440, 468], ['chair', 1.0, 3, 204, 474, 500], ['person', 1.0, 4, 36, 474, 500], ['bottle', 1.0, 416, 156, 448, 226]]"
002209.jpg,Public,"[['sheep', 1.0, 72, 72, 500, 500]]"
